url_to_check,200_status_code,message,timestamp
https://ae0521ba008c6c6dd67f-667e6d5e490a1bc46688be42ea525d83.ssl.cf1.rackcdn.com,False,Failed with status code: 404,2017-04-05 11:16:14
https://3playmedia.com,False,Failed to connect to site,2017-04-05 11:16:34
https://altbibl.io,False,Failed to connect to site,2017-04-05 11:16:34
https://amcharts.com,True,Looks good!,2017-04-05 11:16:35
https://ap.org,True,Looks good!,2017-04-05 11:16:35
https://api2.libanswers.com,False,Failed with status code: 404,2017-04-05 11:16:35
https://app.e2ma.net,True,Looks good!,2017-04-05 11:16:38
https://appointment-plus.com,True,Looks good!,2017-04-05 11:16:39
https://arcgis.com,True,Looks good!,2017-04-05 11:16:39
https://articulate-online.com,True,Looks good!,2017-04-05 11:16:39
https://bbc.co.uk,True,Looks good!,2017-04-05 11:16:40
https://bbc.in,True,Looks good!,2017-04-05 11:16:41
https://blogspot.com,True,Looks good!,2017-04-05 11:16:42
https://bloomberg.com,True,Looks good!,2017-04-05 11:16:42
https://brightcove.com,True,Looks good!,2017-04-05 11:16:43
https://brightcove.net,False,Failed to connect to site,2017-04-05 11:16:43
https://c-span.org,False,Failed to connect to site,2017-04-05 11:16:53
https://candidcareer.com,True,Looks good!,2017-04-05 11:16:57
https://carto.com,True,Looks good!,2017-04-05 11:16:57
https://cartodb.com,True,Looks good!,2017-04-05 11:16:58
https://cc.com,False,Failed to connect to site,2017-04-05 11:17:08
https://cloudciti.es,True,Looks good!,2017-04-05 11:17:08
https://codepen.io,True,Looks good!,2017-04-05 11:17:09
https://cognitoforms.com,True,Looks good!,2017-04-05 11:17:09
https://college.harvard.edu,True,Looks good!,2017-04-05 11:17:10
https://constantcontact.com,True,Looks good!,2017-04-05 11:17:10
https://credly.com,True,Looks good!,2017-04-05 11:17:10
https://ctctcdn.com,False,Failed to connect to site,2017-04-05 11:17:11
https://donorperfect.net,True,Looks good!,2017-04-05 11:17:11
https://doodle.com,True,Looks good!,2017-04-05 11:17:12
https://easychair.org,True,Looks good!,2017-04-05 11:17:12
https://eventbrite.com,True,Looks good!,2017-04-05 11:17:13
https://extrazoom.com,False,Failed to connect to site,2017-04-05 11:17:13
https://facebook.com,True,Looks good!,2017-04-05 11:17:14
https://flickr.com,True,Looks good!,2017-04-05 11:17:14
https://flipboard.com,True,Looks good!,2017-04-05 11:17:14
https://fontawesome.io,False,Failed to connect to site,2017-04-05 11:17:14
https://forecast.io,True,Looks good!,2017-04-05 11:17:15
https://gettyimages.com,False,Failed to connect to site,2017-04-05 11:17:15
https://github.io,True,Looks good!,2017-04-05 11:17:16
https://gmodules.com,False,Failed to connect to site,2017-04-05 11:17:16
https://google.com,True,Looks good!,2017-04-05 11:17:17
https://googleadservices.com,False,Failed with status code: 404,2017-04-05 11:17:17
https://googleapis.com,False,Failed with status code: 404,2017-04-05 11:17:17
https://gstatic.com,False,Failed with status code: 404,2017-04-05 11:17:17
https://huntcal.com,True,Looks good!,2017-04-05 11:17:18
https://harvard.edu,True,Looks good!,2017-04-05 11:17:18
https://harvardartmuseums.org,False,Failed to connect to site,2017-04-05 11:17:18
https://harvarddapa.org,False,Failed to connect to site,2017-04-05 11:17:18
https://instagram.com,True,Looks good!,2017-04-05 11:17:19
https://instantcal.com,False,Failed to connect to site,2017-04-05 11:17:19
https://issuu.com,True,Looks good!,2017-04-05 11:17:19
https://jotform.com,True,Looks good!,2017-04-05 11:17:20
https://jsbin.com,True,Looks good!,2017-04-05 11:17:20
