66319|doi|10.7910/DVN|29379|true
66318|doi|10.7910/DVN|29117|true
66317|doi|10.7910/DVN|28746|true
66316|doi|10.7910/DVN|29559|true
66315|doi|10.7910/DVN|28929|true
66314|doi|10.7910/DVN|29179|true
66313|doi|10.7910/DVN|29314|true
66312|doi|10.7910/DVN|28930|true
66311|doi|10.7910/DVN|29427|true
66310|doi|10.7910/DVN|29286|true
66309|doi|10.7910/DVN|29026|true
66308|doi|10.7910/DVN|29205|true
66307|doi|10.7910/DVN|29743|true
66306|doi|10.7910/DVN|29076|true
66305|doi|10.7910/DVN|29231|true
66304|doi|10.7910/DVN|29259|true
66303|doi|10.7910/DVN|29487|true
66302|doi|10.7910/DVN|29101|true
66301|doi|10.7910/DVN|29446|true
66300|doi|10.7910/DVN|29566|true
66299|doi|10.7910/DVN|29108|true
66298|doi|10.7910/DVN|28858|true
66297|doi|10.7910/DVN|27571|true
66293|doi|10.7910/DVN|26596|true
66292|doi|10.7910/DVN|26591|true
66291|doi|10.7910/DVN|26594|true
66290|doi|10.7910/DVN|26579|true
66287|doi|10.7910/DVN|28832|true
66286|doi|10.7910/DVN|24841|true
66285|doi|10.7910/DVN|29241|true
66284|doi|10.7910/DVN|24845|true
66282|doi|10.7910/DVN|28544|true
66280|doi|10.7910/DVN|25639|true
66276|doi|10.7910/DVN|27448|true
66275|doi|10.7910/DVN|27792|true
66274|doi|10.7910/DVN|26535|true
66272|doi|10.7910/DVN|24844|true
66270|doi|10.7910/DVN|26256|true
66269|doi|10.7910/DVN|27449|true
66263|doi|10.7910/DVN|24842|true
66262|doi|10.7910/DVN|24846|true
66257|doi|10.7910/DVN|26984|true
66255|doi|10.7910/DVN|26810|true
66254|doi|10.7910/DVN|25008|true
66253|doi|10.7910/DVN|29943|true
66247|doi|10.7910/DVN|25490|true
66242|doi|10.7910/DVN|24843|true
66238|doi|10.7910/DVN|29106|true
66237|doi|10.7910/DVN|27655|true
66236|doi|10.7910/DVN|22791|true
66235|doi|10.7910/DVN|22783|true
66234|doi|10.7910/DVN|22962|true
66233|doi|10.7910/DVN|22964|true
66232|doi|10.7910/DVN|22963|true
66231|doi|10.7910/DVN|22788|true
66230|doi|10.7910/DVN|22784|true
66229|doi|10.7910/DVN|23032|true
66218|doi|10.7910/DVN|23030|true
66210|doi|10.7910/DVN|28632|true
66209|doi|10.7910/DVN|26137|true
66208|doi|10.7910/DVN|24571|true
66207|doi|10.7910/DVN|24568|true
66204|doi|10.7910/DVN|25502|true
66203|doi|10.7910/DVN|29214|true
66202|doi|10.7910/DVN|25444|true
66201|doi|10.7910/DVN|25434|true
66200|doi|10.7910/DVN|26448|true
66199|doi|10.7910/DVN|26683|true
66198|doi|10.7910/DVN|27975|true
66197|doi|10.7910/DVN|28689|true
66196|doi|10.7910/DVN|27823|true
66195|doi|10.7910/DVN|27824|true
66194|doi|10.7910/DVN|29840|true
66193|doi|10.7910/DVN|27594|true
66192|doi|10.7910/DVN|26818|true
66191|doi|10.7910/DVN|24124|true
66186|doi|10.7910/DVN|29159|true
66183|doi|10.7910/DVN|24250|true
66178|doi|10.7910/DVN|24247|true
66172|doi|10.7910/DVN|24251|true
66169|doi|10.7910/DVN|27354|true
66157|doi|10.7910/DVN|25261|true
66156|doi|10.7910/DVN|27360|true
66154|doi|10.7910/DVN|24434|true
66151|doi|10.7910/DVN|24432|true
66145|doi|10.7910/DVN|24433|true
66144|doi|10.7910/DVN|27384|true
66138|doi|10.7910/DVN|24425|true
66122|doi|10.7910/DVN|27601|true
66121|doi|10.7910/DVN|25802|true
66119|doi|10.7910/DVN|29251|true
66118|doi|10.7910/DVN|27399|true
66117|doi|10.7910/DVN|24722|true
66116|doi|10.7910/DVN|25616|true
66115|doi|10.7910/DVN|JQS2A|true
66109|doi|10.7910/DVN|26202|true
66108|doi|10.7910/DVN|27459|true
66106|doi|10.7910/DVN|29343|true
66103|doi|10.7910/DVN|26495|true
66102|doi|10.7910/DVN|23871|true
66100|doi|10.7910/DVN|23714|true
66099|doi|10.7910/DVN|29122|true
66098|doi|10.7910/DVN|24581|true
66097|doi|10.7910/DVN|29630|true
66094|doi|10.7910/DVN|28630|true
66093|doi|10.7910/DVN|29521|true
66092|doi|10.7910/DVN|22928|true
66090|doi|10.7910/DVN|28816|true
66089|doi|10.7910/DVN|29830|true
66088|doi|10.7910/DVN|28010|true
66087|doi|10.7910/DVN|24232|true
66085|doi|10.7910/DVN|26684|true
66084|doi|10.7910/DVN|26632|true
66083|doi|10.7910/DVN|29312|true
66082|doi|10.7910/DVN|29157|true
66032|doi|10.7910/DVN|27220|true
66031|doi|10.7910/DVN|29631|true
66027|doi|10.7910/DVN|25337|true
66026|doi|10.7910/DVN|24966|true
66025|doi|10.7910/DVN|SIGS_SIMS_I|true
66024|doi|10.7910/DVN|24463|true
66022|doi|10.7910/DVN|27413|true
66013|doi|10.7910/DVN|24462|true
66012|doi|10.7910/DVN|27412|true
66010|doi|10.7910/DVN|24464|true
66003|doi|10.7910/DVN|29218|true
66002|doi|10.7910/DVN|24098|true
66001|doi|10.7910/DVN|28805|true
66000|doi|10.7910/DVN|28804|true
65997|doi|10.7910/DVN|27192|true
65996|doi|10.7910/DVN|26937|true
65994|doi|10.7910/DVN|27256|true
65993|doi|10.7910/DVN|27251|true
65992|doi|10.7910/DVN|27253|true
65991|doi|10.7910/DVN|29257|true
65988|doi|10.7910/DVN|23448|true
65987|doi|10.7910/DVN|28784|true
65986|doi|10.7910/DVN|27858|true
65985|doi|10.7910/DVN|26411|true
65984|doi|10.7910/DVN|24582|true
65983|doi|10.7910/DVN|25589|true
65982|doi|10.7910/DVN|29863|true
65981|doi|10.7910/DVN|29662|true
65980|doi|10.7910/DVN|23312|true
65977|doi|10.7910/DVN|26251|true
65976|doi|10.7910/DVN|26874|true
65975|doi|10.7910/DVN|10.1088|true
65974|doi|10.7910/DVN|26539|true
65965|doi|10.7910/DVN|26561|true
65964|doi|10.7910/DVN|23924|true
65963|doi|10.7910/DVN|23527|true
65962|doi|10.7910/DVN|23526|true
65961|doi|10.7910/DVN|23683|true
65960|doi|10.7910/DVN|24080|true
65959|doi|10.7910/DVN|23528|true
65958|doi|10.7910/DVN|23691|true
65957|doi|10.7910/DVN|23934|true
65956|doi|10.7910/DVN|23915|true
65955|doi|10.7910/DVN|23908|true
65954|doi|10.7910/DVN|23519|true
65953|doi|10.7910/DVN|23690|true
65952|doi|10.7910/DVN|23688|true
65951|doi|10.7910/DVN|23693|true
65950|doi|10.7910/DVN|23732|true
65949|doi|10.7910/DVN|23935|true
65948|doi|10.7910/DVN|23961|true
65947|doi|10.7910/DVN|23521|true
65946|doi|10.7910/DVN|24085|true
65945|doi|10.7910/DVN|23692|true
65944|doi|10.7910/DVN|23685|true
65943|doi|10.7910/DVN|24045|true
65942|doi|10.7910/DVN|24081|true
65941|doi|10.7910/DVN|24079|true
65940|doi|10.7910/DVN|23686|true
65939|doi|10.7910/DVN|23704|true
65938|doi|10.7910/DVN|23517|true
65937|doi|10.7910/DVN|23522|true
65936|doi|10.7910/DVN|23684|true
65935|doi|10.7910/DVN|24083|true
65934|doi|10.7910/DVN|23529|true
