66144|doi|10.7910/DVN|27384
66138|doi|10.7910/DVN|24425
66122|doi|10.7910/DVN|27601
66121|doi|10.7910/DVN|25802
66119|doi|10.7910/DVN|29251
66118|doi|10.7910/DVN|27399
66117|doi|10.7910/DVN|24722
66116|doi|10.7910/DVN|25616
66115|doi|10.7910/DVN|JQS2A
66114|doi|10.7910/DVN|26306
66109|doi|10.7910/DVN|26202
66108|doi|10.7910/DVN|27459
66106|doi|10.7910/DVN|29343
66103|doi|10.7910/DVN|26495
66102|doi|10.7910/DVN|23871
66100|doi|10.7910/DVN|23714
66099|doi|10.7910/DVN|29122
66098|doi|10.7910/DVN|24581
66097|doi|10.7910/DVN|29630
66094|doi|10.7910/DVN|28630
66093|doi|10.7910/DVN|29521
66092|doi|10.7910/DVN|22928
66090|doi|10.7910/DVN|28816
66089|doi|10.7910/DVN|29830
66088|doi|10.7910/DVN|28010
66087|doi|10.7910/DVN|24232
66085|doi|10.7910/DVN|26684
66084|doi|10.7910/DVN|26632
66083|doi|10.7910/DVN|29312
66082|doi|10.7910/DVN|29157
66032|doi|10.7910/DVN|27220
66031|doi|10.7910/DVN|29631
66027|doi|10.7910/DVN|25337
66026|doi|10.7910/DVN|24966
66025|doi|10.7910/DVN|SIGS_SIMS_I
66024|doi|10.7910/DVN|24463
66022|doi|10.7910/DVN|27413
66013|doi|10.7910/DVN|24462
66012|doi|10.7910/DVN|27412
66010|doi|10.7910/DVN|24464
66003|doi|10.7910/DVN|29218
66002|doi|10.7910/DVN|24098
66001|doi|10.7910/DVN|28805
66000|doi|10.7910/DVN|28804
65997|doi|10.7910/DVN|27192
65996|doi|10.7910/DVN|26937
65994|doi|10.7910/DVN|27256
65993|doi|10.7910/DVN|27251
65992|doi|10.7910/DVN|27253
65991|doi|10.7910/DVN|29257
65988|doi|10.7910/DVN|23448
65987|doi|10.7910/DVN|28784
65986|doi|10.7910/DVN|27858
65985|doi|10.7910/DVN|26411
65984|doi|10.7910/DVN|24582
65983|doi|10.7910/DVN|25589
65982|doi|10.7910/DVN|29863
65981|doi|10.7910/DVN|29662
65980|doi|10.7910/DVN|23312
65977|doi|10.7910/DVN|26251
65976|doi|10.7910/DVN|26874
65975|doi|10.7910/DVN|10.1088
65974|doi|10.7910/DVN|26539
65965|doi|10.7910/DVN|26561
65964|doi|10.7910/DVN|23924
65963|doi|10.7910/DVN|23527
65962|doi|10.7910/DVN|23526
65961|doi|10.7910/DVN|23683
65960|doi|10.7910/DVN|24080
65959|doi|10.7910/DVN|23528
65958|doi|10.7910/DVN|23691
65957|doi|10.7910/DVN|23934
65956|doi|10.7910/DVN|23915
65955|doi|10.7910/DVN|23908
65954|doi|10.7910/DVN|23519
65953|doi|10.7910/DVN|23690
65952|doi|10.7910/DVN|23688
65951|doi|10.7910/DVN|23693
65950|doi|10.7910/DVN|23732
65949|doi|10.7910/DVN|23935
65948|doi|10.7910/DVN|23961
65947|doi|10.7910/DVN|23521
65946|doi|10.7910/DVN|24085
65945|doi|10.7910/DVN|23692
65944|doi|10.7910/DVN|23685
65943|doi|10.7910/DVN|24045
65942|doi|10.7910/DVN|24081
65941|doi|10.7910/DVN|24079
65940|doi|10.7910/DVN|23686
65939|doi|10.7910/DVN|23704
65938|doi|10.7910/DVN|23517
65937|doi|10.7910/DVN|23522
65936|doi|10.7910/DVN|23684
65935|doi|10.7910/DVN|24083
65934|doi|10.7910/DVN|23529
65933|doi|10.7910/DVN|23653
65932|doi|10.7910/DVN|24084
65931|doi|10.7910/DVN|23524
65930|doi|10.7910/DVN|23523
65929|doi|10.7910/DVN|23689
65928|doi|10.7910/DVN|23705
65927|doi|10.7910/DVN|23525
65926|doi|10.7910/DVN|23520
65925|doi|10.7910/DVN|23922
65924|doi|10.7910/DVN|23498
65923|doi|10.7910/DVN|23911
65922|doi|10.7910/DVN|23682
65921|doi|10.7910/DVN|24082
65919|doi|10.7910/DVN|24737
65918|doi|10.7910/DVN|25071
65902|doi|10.7910/DVN|23137
65901|doi|10.7910/DVN|23135
65895|doi|10.7910/DVN|29014
65888|doi|10.7910/DVN|25890
65886|doi|10.7910/DVN|26045
65875|doi|10.7910/DVN|24253
65874|doi|10.7910/DVN|28075
65873|doi|10.7910/DVN|28117
65872|doi|10.7910/DVN|28119
65871|doi|10.7910/DVN|28118
65439|doi|10.7910/DVN|28600
65438|doi|10.7910/DVN|27047
65436|doi|10.7910/DVN|27731
65435|doi|10.7910/DVN|F9ZUP
65434|doi|10.7910/DVN|NVGJV
65433|doi|10.7910/DVN|ASZZZ
65432|doi|10.7910/DVN|BGYZ4
65431|doi|10.7910/DVN|4DY5Q
65413|doi|10.7910/DVN|29992
65406|doi|10.7910/DVN|28670
65400|doi|10.7910/DVN|28275
65397|doi|10.7910/DVN|29151
65396|doi|10.7910/DVN|29821
65395|doi|10.7910/DVN|23458
65392|doi|10.7910/DVN|28447
65390|doi|10.7910/DVN|28755
65388|doi|10.7910/DVN|24650
65383|doi|10.7910/DVN|23280
65370|doi|10.7910/DVN|27793
65348|doi|10.7910/DVN|26767
65339|doi|10.7910/DVN|28046
65338|doi|10.7910/DVN|28047
65337|doi|10.7910/DVN|24874
65336|doi|10.7910/DVN|27006
65333|doi|10.7910/DVN|27366
65332|doi|10.7910/DVN|29161
65331|doi|10.7910/DVN|26763
65330|doi|10.7910/DVN|27218
65329|doi|10.7910/DVN|29770
65325|doi|10.7910/DVN|24000
65324|doi|10.7910/DVN|24936
65323|doi|10.7910/DVN|25443
65322|doi|10.7910/DVN|23585
65321|doi|10.7910/DVN|29345
65293|doi|10.7910/DVN|28588
65292|doi|10.7910/DVN|29766
65291|doi|10.7910/DVN|27579
65290|doi|10.7910/DVN|29621
65289|doi|10.7910/DVN|29618
65288|doi|10.7910/DVN|29754
65287|doi|10.7910/DVN|29620
65286|doi|10.7910/DVN|27198
65285|doi|10.7910/DVN|29616
65284|doi|10.7910/DVN|24908
65282|doi|10.7910/DVN|24918
65281|doi|10.7910/DVN|28156
65280|doi|10.7910/DVN|27395
65279|doi|10.7910/DVN|24902
65278|doi|10.7910/DVN|27195
65276|doi|10.7910/DVN|29760
65275|doi|10.7910/DVN|23945
65273|doi|10.7910/DVN|29723
65272|doi|10.7910/DVN|27182
65270|doi|10.7910/DVN|28155
65268|doi|10.7910/DVN|28154
65267|doi|10.7910/DVN|26738
65266|doi|10.7910/DVN|27623
65265|doi|10.7910/DVN|29763
65263|doi|10.7910/DVN|26743
65262|doi|10.7910/DVN|27197
65260|doi|10.7910/DVN|24913
65259|doi|10.7910/DVN|29761
65257|doi|10.7910/DVN|29755
65256|doi|10.7910/DVN|23943
65255|doi|10.7910/DVN|29756
65247|doi|10.7910/DVN|23951
65246|doi|10.7910/DVN|23944
65244|doi|10.7910/DVN|23959
65242|doi|10.7910/DVN|23942
65235|doi|10.7910/DVN|29764
65234|doi|10.7910/DVN|27196
65227|doi|10.7910/DVN|25465
65226|doi|10.7910/DVN|25371
65225|doi|10.7910/DVN|VOTEEXPECTATIONSURVEYS
65224|doi|10.7910/DVN|27967
65223|doi|10.7910/DVN|22948
65222|doi|10.7910/DVN|EBMA
65221|doi|10.7910/DVN|EQUALWEIGHTS
65220|doi|10.7910/DVN|POLLYVOTE2012
65219|doi|10.7910/DVN|GERMANPOLLYVOTE2013
65218|doi|10.7910/DVN|23184
65216|doi|10.7910/DVN|28034
65215|doi|10.7910/DVN|25799
65214|doi|10.7910/DVN|25798
65211|doi|10.7910/DVN|27382
65210|doi|10.7910/DVN|24542
65209|doi|10.7910/DVN|24795
65208|doi|10.7910/DVN|27424
65206|doi|10.7910/DVN|27411
65205|doi|10.7910/DVN|27410
65204|doi|10.7910/DVN|27238
65203|doi|10.7910/DVN|25481
65201|doi|10.7910/DVN|29240
65200|doi|10.7910/DVN|29959
65198|doi|10.7910/DVN|29573
65195|doi|10.7910/DVN|26462
65192|doi|10.7910/DVN|26464
65191|doi|10.7910/DVN|27377
65190|doi|10.7910/DVN|29115
65186|doi|10.7910/DVN|25132
65185|doi|10.7910/DVN|27620
65184|doi|10.7910/DVN|25137
65183|doi|10.7910/DVN|24796
65181|doi|10.7910/DVN|24541
65170|doi|10.7910/DVN|25207
65163|doi|10.7910/DVN|28163
65162|doi|10.7910/DVN|28151
65161|doi|10.7910/DVN|28143
65160|doi|10.7910/DVN|28160
65159|doi|10.7910/DVN|28159
65158|doi|10.7910/DVN|28147
65157|doi|10.7910/DVN|27667
65156|doi|10.7910/DVN|28164
65155|doi|10.7910/DVN|26384
65154|doi|10.7910/DVN|28144
65153|doi|10.7910/DVN|28148
65152|doi|10.7910/DVN|28140
65151|doi|10.7910/DVN|27921
65150|doi|10.7910/DVN|28161
65149|doi|10.7910/DVN|25419
65148|doi|10.7910/DVN|26334
65147|doi|10.7910/DVN|28150
65146|doi|10.7910/DVN|26365
65145|doi|10.7910/DVN|26335
65144|doi|10.7910/DVN|28146
65143|doi|10.7910/DVN|28615
65142|doi|10.7910/DVN|28165
65141|doi|10.7910/DVN|28145
65140|doi|10.7910/DVN|26373
65139|doi|10.7910/DVN|26341
65138|doi|10.7910/DVN|28135
65137|doi|10.7910/DVN|26370
65136|doi|10.7910/DVN|26712
65135|doi|10.7910/DVN|26333
65134|doi|10.7910/DVN|26382
65133|doi|10.7910/DVN|26456
65132|doi|10.7910/DVN|26310
65131|doi|10.7910/DVN|26454
65130|doi|10.7910/DVN|25492
65129|doi|10.7910/DVN|26385
65127|doi|10.7910/DVN|27216
65126|doi|10.7910/DVN|25384
65125|doi|10.7910/DVN|25319
65124|doi|10.7910/DVN|23991
65123|doi|10.7910/DVN|28823
65122|doi|10.7910/DVN|29077
65121|doi|10.7910/DVN|29569
65120|doi|10.7910/DVN|29575
65119|doi|10.7910/DVN|29595
65118|doi|10.7910/DVN|29075
65117|doi|10.7910/DVN|29255
65115|doi|10.7910/DVN|26534
65114|doi|10.7910/DVN|26572
65113|doi|10.7910/DVN|26488
65112|doi|10.7910/DVN|26571
65111|doi|10.7910/DVN|26492
65110|doi|10.7910/DVN|26494
65109|doi|10.7910/DVN|26533
65108|doi|10.7910/DVN|26812
65107|doi|10.7910/DVN|26538
65106|doi|10.7910/DVN|26155
65104|doi|10.7910/DVN|IH-ESS-STUDY1
65103|doi|10.7910/DVN|IH-ESS-SEM
65102|doi|10.7910/DVN|IH-ESS-CONSTRUCT
65101|doi|10.7910/DVN|CRITERION
65100|doi|10.7910/DVN|IH-ESS-STUDY4
65099|doi|10.7910/DVN|IH-ESS-CORR-CI
65098|doi|10.7910/DVN|IH-ESS-STUDY3
65097|doi|10.7910/DVN|IH-ESS-META
65096|doi|10.7910/DVN|IH-ESS-STUDY2
65095|doi|10.7910/DVN|29355
65092|doi|10.7910/DVN|29450
65091|doi|10.7910/DVN|25394
65090|doi|10.7910/DVN|25223
65089|doi|10.7910/DVN|25224
65088|doi|10.7910/DVN|25400
65087|doi|10.7910/DVN|25399
65084|doi|10.7910/DVN|24077
65083|doi|10.7910/DVN|27494
65082|doi|10.7910/DVN|27439
65081|doi|10.7910/DVN|27493
65080|doi|10.7910/DVN|27440
65079|doi|10.7910/DVN|29981
65078|doi|10.7910/DVN|29838
65077|doi|10.7910/DVN|28468
65075|doi|10.7910/DVN|26211
65072|doi|10.7910/DVN|24276
65071|doi|10.7910/DVN|26209
65069|doi|10.7910/DVN|138
65068|doi|10.7910/DVN|29175
65067|doi|10.7910/DVN|23971
65063|doi|10.7910/DVN|23789
65062|doi|10.7910/DVN|23999
65061|doi|10.7910/DVN|26529
65056|doi|10.7910/DVN|27728
65053|doi|10.7910/DVN|26528
65042|doi|10.7910/DVN|28060
65038|doi|10.7910/DVN|23836
65031|doi|10.7910/DVN|28301
65027|doi|10.7910/DVN|25824
64976|doi|10.7910/DVN|25714
64975|doi|10.7910/DVN|23540
64974|doi|10.7910/DVN|27021
64973|doi|10.7910/DVN|27023
64968|doi|10.7910/DVN|22752
64965|doi|10.7910/DVN|28444
64962|doi|10.7910/DVN|24178
64959|doi|10.7910/DVN|29022
64958|doi|10.7910/DVN|29027
64957|doi|10.7910/DVN|27652
64956|doi|10.7910/DVN|27656
64954|doi|10.7910/DVN|23102
64952|doi|10.7910/DVN|23658
64951|doi|10.7910/DVN|23718
64950|doi|10.7910/DVN|26983
64947|doi|10.7910/DVN|27939
64946|doi|10.7910/DVN|26305
64945|doi|10.7910/DVN|28583
64940|doi|10.7910/DVN|24570
64939|doi|10.7910/DVN|29422
64938|doi|10.7910/DVN|24691
64935|doi|10.7910/DVN|24689
64934|doi|10.7910/DVN|24554
64933|doi|10.7910/DVN|29420
64930|doi|10.7910/DVN|29423
64929|doi|10.7910/DVN|24699
64928|doi|10.7910/DVN|24569
64927|doi|10.7910/DVN|24693
64925|doi|10.7910/DVN|29467
64923|doi|10.7910/DVN|23612
64919|doi|10.7910/DVN|27460
64918|doi|10.7910/DVN|28936
64917|doi|10.7910/DVN|25878
64908|doi|10.7910/DVN|28860
64907|doi|10.7910/DVN|FZNFL
64906|doi|10.7910/DVN|SBYIL
64905|doi|10.7910/DVN|5FESC
64904|doi|10.7910/DVN|KZVHJ
64903|doi|10.7910/DVN|4ZE1W
64902|doi|10.7910/DVN|WD5FG
64901|doi|10.7910/DVN|DAGG0
64900|doi|10.7910/DVN|J02M3
64899|doi|10.7910/DVN|FFP2Q
64898|doi|10.7910/DVN|SI8OR
64897|doi|10.7910/DVN|QFQGJ
64896|doi|10.7910/DVN|DCU0Q
64895|doi|10.7910/DVN|IUOO8
64894|doi|10.7910/DVN|WJD7M
64893|doi|10.7910/DVN|4STWI
64891|doi|10.7910/DVN|27629
64890|doi|10.7910/DVN|23419
64838|doi|10.7910/DVN|29921
64837|doi|10.7910/DVN|29850
64824|doi|10.7910/DVN|27425
64820|doi|10.7910/DVN|27385
64819|doi|10.7910/DVN|22852
64816|doi|10.7910/DVN|22854
64806|doi|10.7910/DVN|27779
64805|doi|10.7910/DVN|29779
64804|doi|10.7910/DVN|26147
64802|doi|10.7910/DVN|28770
64801|doi|10.7910/DVN|29500
64800|doi|10.7910/DVN|27759
64799|doi|10.7910/DVN|26848
64794|doi|10.7910/DVN|RAXEI
64793|doi|10.7910/DVN|REXUK
64792|doi|10.7910/DVN|FYNQN
64791|doi|10.7910/DVN|TBUVC
64790|doi|10.7910/DVN|JI1EZ
64789|doi|10.7910/DVN|WG5DM
64788|doi|10.7910/DVN|PDOX1
64786|doi|10.7910/DVN|28598
64785|doi|10.7910/DVN|28571
64782|doi|10.7910/DVN|27817
64781|doi|10.7910/DVN|BBZ4L
64780|doi|10.7910/DVN|WXUEI
64779|doi|10.7910/DVN|KRKBC
64778|doi|10.7910/DVN|N5BIF
64777|doi|10.7910/DVN|RDBWC
64776|doi|10.7910/DVN|ND6DA
64775|doi|10.7910/DVN|YIALS
64774|doi|10.7910/DVN|A549F
64773|doi|10.7910/DVN|RQDJO
64772|doi|10.7910/DVN|P3AGY
64771|doi|10.7910/DVN|NIKX3
64770|doi|10.7910/DVN|YD8I0
64769|doi|10.7910/DVN|09JFG
64768|doi|10.7910/DVN|GSCY1
64767|doi|10.7910/DVN|70OMX
64766|doi|10.7910/DVN|KGKAH
64765|doi|10.7910/DVN|XHNFB
64764|doi|10.7910/DVN|B2QXQ
64763|doi|10.7910/DVN|WMG1X
64762|doi|10.7910/DVN|35NRG
64761|doi|10.7910/DVN|NX4QR
64760|doi|10.7910/DVN|WKZX0
64759|doi|10.7910/DVN|POHYP
64758|doi|10.7910/DVN|V0V08
64757|doi|10.7910/DVN|O3Q8N
64756|doi|10.7910/DVN|6HKRT
64755|doi|10.7910/DVN|EN4OI
64754|doi|10.7910/DVN|B5PQA
64753|doi|10.7910/DVN|DXN5Q
64752|doi|10.7910/DVN|TPTRU
64751|doi|10.7910/DVN|4EMP0
64750|doi|10.7910/DVN|GSWLB
64749|doi|10.7910/DVN|DATMU
64748|doi|10.7910/DVN|XGKIL
64747|doi|10.7910/DVN|KEVWM
64746|doi|10.7910/DVN|LF3SF
64745|doi|10.7910/DVN|0IS7Q
64744|doi|10.7910/DVN|IOKLF
64743|doi|10.7910/DVN|XHWLA
64742|doi|10.7910/DVN|6ATG1
64741|doi|10.7910/DVN|ZKSTA
64740|doi|10.7910/DVN|KJKLI
64739|doi|10.7910/DVN|NCY1E
64738|doi|10.7910/DVN|ZNGKW
64737|doi|10.7910/DVN|JYM2M
64736|doi|10.7910/DVN|Z5N5X
64735|doi|10.7910/DVN|4NW7L
64734|doi|10.7910/DVN|7VNFA
64733|doi|10.7910/DVN|J5AXA
64732|doi|10.7910/DVN|FP6GZ
64731|doi|10.7910/DVN|NITUU
64730|doi|10.7910/DVN|VUW9P
64729|doi|10.7910/DVN|9GMTK
64728|doi|10.7910/DVN|LZS4W
64727|doi|10.7910/DVN|FMMZQ
64726|doi|10.7910/DVN|DNHVR
64725|doi|10.7910/DVN|ZEDHH
64724|doi|10.7910/DVN|N7SUB
64723|doi|10.7910/DVN|C5S2X
64722|doi|10.7910/DVN|HN1XD
64721|doi|10.7910/DVN|AIUZT
64720|doi|10.7910/DVN|H3EWZ
64719|doi|10.7910/DVN|TXNCX
64718|doi|10.7910/DVN|F72ZF
64717|doi|10.7910/DVN|QMG2N
64716|doi|10.7910/DVN|FDFEX
64715|doi|10.7910/DVN|JCUI2
64714|doi|10.7910/DVN|7DQQH
64713|doi|10.7910/DVN|T9XAK
64712|doi|10.7910/DVN|DQLLY
64711|doi|10.7910/DVN|TLLMA
64710|doi|10.7910/DVN|MPYXR
64709|doi|10.7910/DVN|JZSZL
64708|doi|10.7910/DVN|FA89R
64707|doi|10.7910/DVN|1QHPU
64706|doi|10.7910/DVN|MB8OJ
64705|doi|10.7910/DVN|R6T4K
64704|doi|10.7910/DVN|GWQ18
64703|doi|10.7910/DVN|IT5XT
64702|doi|10.7910/DVN|FEUGJ
64701|doi|10.7910/DVN|DF6HL
64700|doi|10.7910/DVN|EDBTF
64699|doi|10.7910/DVN|GF36I
64698|doi|10.7910/DVN|DFMBB
64697|doi|10.7910/DVN|TKI8W
64696|doi|10.7910/DVN|F1E3P
64695|doi|10.7910/DVN|WH4MP
64694|doi|10.7910/DVN|JHC48
64693|doi|10.7910/DVN|02GYE
64692|doi|10.7910/DVN|5H0AH
64691|doi|10.7910/DVN|4PCFJ
64690|doi|10.7910/DVN|URMR0
64689|doi|10.7910/DVN|R7N2Y
64688|doi|10.7910/DVN|2EBQ9
64687|doi|10.7910/DVN|QNGGF
64686|doi|10.7910/DVN|2PSS8
64685|doi|10.7910/DVN|4NN68
64684|doi|10.7910/DVN|0DXNA
64683|doi|10.7910/DVN|OCCKE
64682|doi|10.7910/DVN|8B8VZ
64681|doi|10.7910/DVN|PHKIA
64680|doi|10.7910/DVN|JYAEU
64679|doi|10.7910/DVN|VITXV
64678|doi|10.7910/DVN|CGLT8
64677|doi|10.7910/DVN|CG9WO
64676|doi|10.7910/DVN|4Z8YK
64675|doi|10.7910/DVN|T98JX
64674|doi|10.7910/DVN|B2ZXR
64673|doi|10.7910/DVN|2GS11
64672|doi|10.7910/DVN|RPRKT
64671|doi|10.7910/DVN|PMJWM
64670|doi|10.7910/DVN|T8EKG
64669|doi|10.7910/DVN|Y7OVE
64668|doi|10.7910/DVN|1XF1M
64667|doi|10.7910/DVN|3MWMN
64666|doi|10.7910/DVN|MSZ92
64665|doi|10.7910/DVN|OC3MS
64664|doi|10.7910/DVN|SX9DU
64663|doi|10.7910/DVN|48TSC
64662|doi|10.7910/DVN|QLDSA
64661|doi|10.7910/DVN|FNOIV
64660|doi|10.7910/DVN|XUYCU
64659|doi|10.7910/DVN|1XXP0
64658|doi|10.7910/DVN|HSGIT
64657|doi|10.7910/DVN|3CXHO
64656|doi|10.7910/DVN|NVJYD
64655|doi|10.7910/DVN|HJYOC
64654|doi|10.7910/DVN|RYLBZ
64653|doi|10.7910/DVN|QQFKI
64652|doi|10.7910/DVN|DVZNB
64651|doi|10.7910/DVN|ALYOT
64650|doi|10.7910/DVN|IHXPA
64649|doi|10.7910/DVN|V5S9O
64648|doi|10.7910/DVN|TWWMM
64647|doi|10.7910/DVN|Z8HSM
64646|doi|10.7910/DVN|ZJVZL
64645|doi|10.7910/DVN|4FA3T
64644|doi|10.7910/DVN|OOVPR
64643|doi|10.7910/DVN|KEGMK
64642|doi|10.7910/DVN|HJG5N
64641|doi|10.7910/DVN|XWAYJ
64640|doi|10.7910/DVN|QCIMP
64639|doi|10.7910/DVN|DAKYG
64638|doi|10.7910/DVN|5D32D
64637|doi|10.7910/DVN|SSSWO
64636|doi|10.7910/DVN|TVBA5
64635|doi|10.7910/DVN|VFV5N
64634|doi|10.7910/DVN|3NXHT
64633|doi|10.7910/DVN|ZIYIM
64632|doi|10.7910/DVN|3TZYJ
64631|doi|10.7910/DVN|YYZHD
64630|doi|10.7910/DVN|O24S6
64629|doi|10.7910/DVN|SWT6H
64628|doi|10.7910/DVN|EQPSH
64627|doi|10.7910/DVN|HWTQ5
64626|doi|10.7910/DVN|P2U7W
64625|doi|10.7910/DVN|DXRMP
64624|doi|10.7910/DVN|WAHHO
64623|doi|10.7910/DVN|BICCS
64622|doi|10.7910/DVN|HPVTT
64621|doi|10.7910/DVN|ZPXOS
64620|doi|10.7910/DVN|GW4VW
64619|doi|10.7910/DVN|7CPJW
64618|doi|10.7910/DVN|LSTFL
64617|doi|10.7910/DVN|77F9S
64616|doi|10.7910/DVN|R3OSD
64615|doi|10.7910/DVN|5E1Q8
64614|doi|10.7910/DVN|7E1B9
64613|doi|10.7910/DVN|79PRM
64612|doi|10.7910/DVN|JZABC
64611|doi|10.7910/DVN|LWUN4
64610|doi|10.7910/DVN|DSMWG
64609|doi|10.7910/DVN|PMSGL
64608|doi|10.7910/DVN|WTJTQ
64607|doi|10.7910/DVN|Z1IL4
64606|doi|10.7910/DVN|UYVN4
64605|doi|10.7910/DVN|RPUNM
64604|doi|10.7910/DVN|KPNRH
64603|doi|10.7910/DVN|WJWDN
64602|doi|10.7910/DVN|ZLMXH
64601|doi|10.7910/DVN|KXGKX
64600|doi|10.7910/DVN|XBSL9
64599|doi|10.7910/DVN|MADWM
64598|doi|10.7910/DVN|JGJF8
64597|doi|10.7910/DVN|JKTO5
64596|doi|10.7910/DVN|EMW91
64595|doi|10.7910/DVN|TAAL6
64594|doi|10.7910/DVN|OWYVP
64593|doi|10.7910/DVN|VSIZJ
64592|doi|10.7910/DVN|WMJ5N
64591|doi|10.7910/DVN|C45M3
64590|doi|10.7910/DVN|8SLMQ
64589|doi|10.7910/DVN|EW3HX
64588|doi|10.7910/DVN|NJUBS
64587|doi|10.7910/DVN|W5ARS
64586|doi|10.7910/DVN|H8CCO
64585|doi|10.7910/DVN|UEOVN
64584|doi|10.7910/DVN|SDH4V
64583|doi|10.7910/DVN|CL2LA
64582|doi|10.7910/DVN|JXDSM
64581|doi|10.7910/DVN|G5TXJ
64580|doi|10.7910/DVN|LY65E
64579|doi|10.7910/DVN|REZSD
64578|doi|10.7910/DVN|V9MIS
64577|doi|10.7910/DVN|S2O5X
64576|doi|10.7910/DVN|2FIMS
64575|doi|10.7910/DVN|PIAQO
64574|doi|10.7910/DVN|VLKBV
64573|doi|10.7910/DVN|GQQM7
64572|doi|10.7910/DVN|BKVRT
64571|doi|10.7910/DVN|BJVM2
64570|doi|10.7910/DVN|YCMQ3
64569|doi|10.7910/DVN|GJANH
64568|doi|10.7910/DVN|EUUVX
64567|doi|10.7910/DVN|5KDWP
64566|doi|10.7910/DVN|PW1OX
64565|doi|10.7910/DVN|KCF5V
64564|doi|10.7910/DVN|ERBDN
64563|doi|10.7910/DVN|FEN8V
64562|doi|10.7910/DVN|CZOZ6
64561|doi|10.7910/DVN|KDXRG
64560|doi|10.7910/DVN|3XQZB
64559|doi|10.7910/DVN|Z4GCX
64558|doi|10.7910/DVN|OU73J
64557|doi|10.7910/DVN|DMYML
64556|doi|10.7910/DVN|Q4DAW
64555|doi|10.7910/DVN|WNUAF
64554|doi|10.7910/DVN|HJDBR
64553|doi|10.7910/DVN|DRLBB
64552|doi|10.7910/DVN|U08O3
64551|doi|10.7910/DVN|ICHQO
64550|doi|10.7910/DVN|PKD56
64549|doi|10.7910/DVN|2NF55
64548|doi|10.7910/DVN|EJWFU
64547|doi|10.7910/DVN|AVSHN
64546|doi|10.7910/DVN|IGLTE
64545|doi|10.7910/DVN|SHRLG
64544|doi|10.7910/DVN|TPAB6
64543|doi|10.7910/DVN|N05H2
64542|doi|10.7910/DVN|AUPFF
64541|doi|10.7910/DVN|YSBOV
64540|doi|10.7910/DVN|AAHHT
64539|doi|10.7910/DVN|7AM1H
