46594|doi|10.7910/DVN1|22658
48658|doi|10.7910/DVN1|22660
48737|doi|10.7910/DVN1|22659
48785|doi|10.7910/DVN1|22662
56456|doi|10.7910/DVN1|22656
56779|doi|10.7910/DVN1|22704
